step,epoch,train/loss,valid/loss
907,226,,0.0007604941492900252
909,227,0.0007417263113893569,
911,227,0.0006937092402949929,
911,227,,0.0007254669326357543
913,228,0.0007015656447038054,
915,228,0.0007184617570601404,
915,228,,0.0007144634146243334
917,229,0.0007137596840038896,
919,229,0.0006846539909020066,
919,229,,0.0007029546541161835
921,230,0.0006889510550536215,
923,230,0.0006541741895489395,
923,230,,0.0007014770526438951
925,231,0.0006893169484101236,
927,231,0.000700121745467186,
927,231,,0.0006883564637973905
929,232,0.0006685227272100747,
931,232,0.0006903985049575567,
931,232,,0.0006812631618231535
933,233,0.0006651923758909106,
935,233,0.0007025353261269629,
935,233,,0.0006732421461492777
937,234,0.0006622116779908538,
939,234,0.0006625169771723449,
939,234,,0.000668451888486743
941,235,0.000658334291074425,
943,235,0.0006436427938751876,
943,235,,0.0006602132343687117
945,236,0.0006528962985612452,
947,236,0.0006929331575520337,
947,236,,0.0006564444047398865
949,237,0.0006543859490193427,
951,237,0.0006175721064209938,
951,237,,0.0006453070091083646
953,238,0.00062985485419631,
955,238,0.0006373043288476765,
955,238,,0.0006523479241877794
957,239,0.0006482580211013556,
959,239,0.000648763554636389,
959,239,,0.0006352730561047792
961,240,0.0006200774223543704,
963,240,0.0005923012504354119,
963,240,,0.0006221644580364227
965,241,0.0006115341675467789,
967,241,0.0006113295676186681,
967,241,,0.000615911849308759
969,242,0.0006011995719745755,
971,242,0.0006014209357090294,
971,242,,0.0006174584850668907
973,243,0.0006073458353057504,
975,243,0.0005965399323031306,
975,243,,0.0006438199197873473
977,244,0.0006656805635429919,
979,244,0.001051717554219067,
979,244,,0.0027613721322268248
981,245,0.0007093396852724254,
983,245,0.004273041617125273,
983,245,,0.0075525399297475815
985,246,0.010376056656241417,
987,246,0.12605507671833038,
987,246,,0.11661181598901749
989,247,0.003111087717115879,
991,247,0.041658610105514526,
991,247,,0.020065853372216225
993,248,0.0018958101281896234,
995,248,0.16572168469429016,
995,248,,0.05066072568297386
997,249,0.003002586541697383,
999,249,0.0021092051174491644,
999,249,,0.012788948602974415
1001,250,0.012560064904391766,
1003,250,0.006225797347724438,
1003,250,,0.004688798915594816
1005,251,0.003834182396531105,
1007,251,0.0014990289928391576,
1007,251,,0.003524714382365346
